US Future/美國期貨,,,,,,,,"需要更多產品請聯繫客服或官網查詢
客服：https://t.me/iticksupport
官網：https://itick.org"
NYMEX,A8B,Group Three Sub-octane Gasoline (Platts) vs. RBOB Gasoline BALMO Futures,第三组亚辛烷值汽油 (Platts) 与 RBOB 汽油 BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,A8C,Mont Belvieu Ethane (OPIS) BALMO Futures,Mont Belvieu 乙烷 (OPIS) BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,A8G,Premium Unleaded Gasoline 10 ppm FOB MED (Platts) BALMO Futures,优质无铅汽油 10 ppm FOB MED (Platts) BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,A8I,Mont Belvieu Iso-Butane (OPIS) Futures,Mont Belvieu 异丁烷 (OPIS) 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,A8J,Mont Belvieu Normal Butane (OPIS) BALMO Futures,Mont Belvieu 普通丁烷 (OPIS) BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,A8K,Conway Propane (OPIS) Futures,康威丙烷 (OPIS) 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,A8L,Conway Natural Gasoline (OPIS) Futures,康威天然气 (OPIS) 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,A8M,Conway Normal Butane (OPIS) Futures,康威正丁烷 (OPIS) 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,A8O,Mont Belvieu LDH Propane (OPIS) BALMO Futures,Mont Belvieu LDH 丙烷 (OPIS) BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,A91,Argus Propane Far East Index vs. European Propane CIF ARA (Argus) Futures,阿格斯丙烷远东指数与欧洲丙烷 CIF ARA（阿格斯）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AA3,NYISO Zone C 5 MW Off-Peak Calendar-Month Day-Ahead LBMP Futures,NYISO C 区 5 兆瓦非高峰历月日前 LBMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AA4,Argus LLS Trade Month Futures,阿格斯 LLS 交易月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AA5,EIA Flat Tax On-Highway Diesel Futures,EIA 公路柴油期货统一税,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AA6,Group Three ULSD (Platts) vs. NY Harbor ULSD Futures,第三组 ULSD（普氏能源资讯）与纽约港 ULSD 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AA7,Group Three ULSD (Platts) Futures,第三组 ULSD（普氏）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AA8,Group Three Sub-octane Gasoline (Platts) vs. RBOB Futures,第三组低辛烷值汽油 (Platts) 与 RBOB 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AA9,Group Three Sub-octane Gasoline (Platts) Futures,第三组次辛烷值汽油（普氏）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AB3,PJM Northern Illinois Hub 5 MW Peak Calendar-Month Real-Time LMP Futures,PJM 北伊利诺伊州中心 5 兆瓦峰值日历月实时 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AB6,Group Three ULSD (Platts) vs. NY Harbor ULSD BALMO Futures,第三组 ULSD（普氏能源资讯）与纽约港 ULSD BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AB7,Gasoil 0.1% Cargoes CIF NWE (Platts) BALMO Futures,柴油 0.1% 货物 CIF NWE (Platts) BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ABH,NY Harbor ULSD Bullet Futures,纽约港 ULSD 子弹期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ABS,Singapore Fuel Oil 180 cst (Platts) BALMO Futures,新加坡燃料油 180 cst（普氏）BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ABT,Singapore Fuel Oil 380 cst (Platts) BALMO Futures,新加坡燃料油 380 cst（普氏）BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ABX,Singapore Jet Kerosene (Platts) BALMO Futures,新加坡喷气煤油（普氏）BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AC0,Mont Belvieu Ethane (OPIS) Futures,Mont Belvieu 乙烷 (OPIS) 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ACB,Freight Route US Gulf to China (TD22) (Baltic) Futures,货运路线 美湾至中国 (TD22)（波罗的海）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ACS,WTI Annual Financial Futures,WTI 年度金融期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ACU,CBL Australian Carbon Credit Unit (ACCU) Futures,CBL 澳大利亚碳信用单位 (ACCU) 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AD0,Mont Belvieu Normal Butane (OPIS) Futures,Mont Belvieu 普通丁烷 (OPIS) 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AD5,PJM Duquesne Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,PJM 杜肯区 5 兆瓦峰值历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AD6,PJM Duquesne Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,PJM 杜肯区 5 兆瓦非高峰日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ADB,Brent Crude Oil vs. Dubai Crude Oil (Platts) Futures,布伦特原油与迪拜原油（普氏）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AE3,PJM BGE Zone Peak Calendar-Month Day-Ahead LMP Futures,PJM BGE 区域峰值日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AE5,Argus LLS vs. WTI (Argus) Trade Month Futures,阿格斯 LLS 与 WTI (阿格斯) 交易月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AE8,PJM DPL Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,PJM DPL 区非高峰历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AE9,PJM Eastern Hub Peak Calendar-Month Day-Ahead LMP Futures,PJM Eastern Hub 峰值历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AEB,Freight Route US Gulf to ARA (TD25) (Baltic) Futures,货运路线 美国海湾至 ARA (TD25)（波罗的海）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AET,European Diesel 10 ppm Barges FOB ARA (Platts) vs. Low Sulphur Gasoil Futures,欧洲柴油 10 ppm 驳船 FOB ARA（普氏）与低硫柴油期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AEZ,NY Ethanol (Platts) Futures,纽约乙醇（普氏）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AF2,PJM JCPL Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,PJM JCPL 区域非高峰历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AF4,PJM Eastern Hub Off-Peak Calendar-Month Day-Ahead LMP Futures,PJM 东部中心非高峰日历 - 日前月末 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AF5,PJM PPL Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,PJM PPL 区域非高峰历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AFE,Dated Brent (Platts) to Frontline Brent BALMO Futures,指定布伦特原油 (Platts) 为 Frontline 布伦特原油 BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AFF,WTI Midland (Argus) vs. WTI Financial Futures,WTI Midland (Argus) 与 WTI 金融期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AFH,WTS (Argus) vs. WTI Trade Month Futures,WTS（阿格斯）与 WTI 交易月期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AFI,1% Fuel Oil Cargoes FOB NWE (Platts) Crack Spread Futures,1% 燃料油货物 FOB NWE（普氏能源资讯）裂解价差期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AFK,3.5% Fuel Oil Cargoes FOB MED (Platts) vs. 3.5% Fuel Oil Barges FOB Rdam (Platts) Futures,3.5% 燃油货物 FOB MED（普氏）与 3.5% 燃油驳船 FOB Rdam（普氏）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AFY,Dated Brent (Platts) to Frontline Brent Futures,指定布伦特原油 (Platts) 为 Frontline 布伦特原油期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AGE,Gulf Coast Jet Fuel (Platts) Futures,墨西哥湾沿岸航空燃油（普氏）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AGT,European Diesel 10 ppm Barges FOB ARA (Platts) Futures,欧洲柴油 10 ppm 驳船 FOB ARA (Platts) 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AGX,European Low Sulphur Gasoil Financial Futures,欧洲低硫柴油金融期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AH3,MISO Indiana Hub (formerly Cinergy Hub) 5 Month Peak Calendar-Month Real-Time Futures,MISO 印第安纳中心（原 Cinergy Hub）5 个月峰值历月实时期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AHJ,MISO Michigan Hub Real-Time Off-Peak Calendar-Month 5 MW Futures,MISO 密歇根中心实时非高峰历月 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AHL,NY Harbor ULSD Crack Spread Futures,纽约港 ULSD 裂解价差期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AHM,MISO Michigan Hub Real-Time Peak Calendar-Month 5 MW Futures,MISO 密歇根中心实时峰值日历月 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AI2,ERCOT Houston 345 kV Hub 5 MW Off-Peak Futures,ERCOT 休斯顿 345 kV 枢纽 5 兆瓦非高峰期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AI3,ERCOT Houston 345 kV Hub 5 MW Peak Calendar-Day Futures,ERCOT 休斯顿 345 kV Hub 5 MW 峰值日历日期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AI4,ERCOT Houston 345 kV Hub 5 MW Off-Peak Calendar-Day Futures,ERCOT 休斯顿 345 kV Hub 5 MW 非高峰日历日期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AI5,ERCOT North 345 kV Hub 5 MW Peak Futures,ERCOT North 345 kV Hub 5 MW 峰值期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AI6,ERCOT North 345 kV Hub 5 MW Off-Peak Futures,ERCOT North 345 kV Hub 5 MW非高峰期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AI7,ERCOT North 345 kV Hub 5 MW Peak Calendar-Day Futures,ERCOT North 345 kV Hub 5 MW 峰值日历日期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AJ,Gulf Coast ULSD (Argus) Futures,墨西哥湾沿岸 ULSD（阿格斯）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AJ1,ERCOT South 345 kV Hub 5 MW Off-Peak Futures,ERCOT South 345 kV Hub 5 MW非高峰期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AJ2,PJM JCPL Zone Peak Calendar-Month Day-Ahead LMP Futures,PJM JCPL 区域峰值日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AJ9,Brent Crude Oil BALMO Futures,布伦特原油 BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AJB,Japan C&F Naphtha (Platts) Brent Crack Spread Futures,日本 C&F 石脑油（普氏）布伦特原油裂解价差期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AJJ,MISO Minnesota Hub Off-Peak Calendar-Month LMP 5 MW Futures,MISO 明尼苏达中心非高峰历月 LMP 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AJL,Los Angeles CARBOB Gasoline (OPIS) vs. RBOB Gasoline Futures,洛杉矶 CARBOB 汽油 (OPIS) 与 RBOB 汽油期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AJR,Jet Barges FOB Rdam (Platts) vs. Low Sulphur Gasoil Futures,喷气驳船 FOB Rdam（普氏能源资讯）与低硫柴油期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AJS,Los Angeles Jet (OPIS) vs. NY Harbor ULSD Futures,洛杉矶喷气机 (OPIS) 与纽约港 ULSD 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AK1,ERCOT South 345 kV Hub 5 MW Peak Calendar-Day Futures,ERCOT South 345 kV Hub 5 MW 峰值日历日期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AKL,Los Angeles CARB Diesel (OPIS) vs. NY Harbor ULSD Futures,洛杉矶 CARB 柴油 (OPIS) 与纽约港 ULSD 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AKR,European 3.5% Fuel Oil Barges FOB Rdam (Platts) BALMO Futures,欧洲 3.5% 燃油驳船 FOB Rdam (Platts) BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AKS,Singapore Jet Kerosene (Platts) Futures,新加坡喷气煤油（普氏）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AKX,European 1% Fuel Oil Cargoes FOB NWE (Platts) BALMO Futures,欧洲 1% 燃油货物 FOB NWE（普氏）BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AKZ,European Naphtha (Platts) BALMO Futures,欧洲石脑油（普氏）BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AL5,PJM PPL Zone Peak Calendar-Month Day-Ahead LMP Futures,PJM PPL 区域峰值日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AL6,PJM PSEG Zone Peak Calendar-Month Day-Ahead LMP 5 MW Futures,PJM PSEG 区域峰值日历月日前 LMP 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AL8,PJM DPL Zone Peak Calendar-Month Day-Ahead LMP Futures,PJM DPL 区域峰值日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AL9,ISO New England West Central Massachusetts Zone 5 MW Off-Peak Calendar-Month Day Ahead LMP Futures,ISO 新英格兰马萨诸塞州中西部地区 5 兆瓦非高峰日历 - 提前一个月 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ALM,MISO Minnesota Hub Peak Calendar-Month LMP 5 MW Futures,MISO 明尼苏达中心峰值日历月 LMP 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ALX,Los Angeles CARB Diesel (OPIS) Futures,洛杉矶 CARB 柴油 (OPIS) 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ALY,Gulf Coast ULSD (Platts) Futures,墨西哥湾沿岸 ULSD（普氏）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AM1,ERCOT South 345 kV Hub 5 MW Off-Peak Calendar-Day Futures,ERCOT South 345 kV Hub 5 MW 非高峰历日期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AML,New York Harbor Residual Fuel (Platts) Crack Spread Futures,纽约港残余燃料（普氏）裂解价差期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AN1,ERCOT West 345 kV Hub 5 MW Peak Futures,ERCOT West 345 kV Hub 5 MW 峰值期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ANL,NYISO Zone A Day-Ahead Peak Calendar-Day 5 MW Futures,NYISO A 区日前峰值日历日 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AO1,ERCOT West 345 kV Hub 5 MW Off-Peak Futures,ERCOT West 345 kV Hub 5 MW非高峰期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AOB,1% Fuel Oil Cargoes CIF MED (Platts) BALMO Futures,1% 燃油货物 CIF MED（普氏）BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AOH,MISO Illinois Hub Peak Calendar-Month LMP 5 MW Futures,MISO 伊利诺伊州枢纽日历月峰值 LMP 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AOJ,MISO Illinois Hub Off-Peak Calendar Month LMP 5 MW Futures,MISO 伊利诺伊州中心非高峰历月 LMP 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AOL,PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Day 5 MW Futures,PJM AEP 代顿中心实时非高峰日历日 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AP1,ERCOT North 345 kV Hub 5 MW Off-Peak Calendar-Day Futures,ERCOT North 345 kV Hub 5 MW 非高峰日历日期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AP2,ISO New England Connecticut Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,ISO 新英格兰康涅狄格区 5 兆瓦峰值日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AP3,ISO New England Connecticut Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,ISO 新英格兰康涅狄格地区 5 兆瓦非高峰日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AP4,ISO New England South East Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,ISO 新英格兰东南马萨诸塞州地区 5 兆瓦峰值日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AP5,ISO New England South East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,ISO 新英格兰东南马萨诸塞州地区 5 兆瓦非高峰日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AP7,ISO New England North East Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,ISO 新英格兰东北部马萨诸塞州地区 5 兆瓦峰值日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AP8,ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,ISO 新英格兰东北部马萨诸塞州地区 5 兆瓦非高峰日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AP9,ISO New England Maine Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,ISO 新英格兰缅因州地区 5 兆瓦峰值日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,APA,Alberta Power Pool Peak Calendar-Month Futures,艾伯塔电力池历月峰值期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,APS,European Propane CIF ARA (Argus) Futures,欧洲丙烷 CIF ARA（阿格斯）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AQ5,NYISO Zone C 5 MW Peak Calendar-Month Day-Ahead LBMP Futures,NYISO C 区 5 兆瓦峰值日历月日前 LBMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AQ8,PJM PEPCO Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,PJM PEPCO 区非高峰历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AQA,Low Sulphur Gasoil Mini Financial Futures,低硫柴油小型金融期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AQK,Alberta Power Pool Calendar Month 1 MW Futures,艾伯塔省电力池日历月 1 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AR0,Mont Belvieu Natural Gasoline (OPIS) BALMO Futures,Mont Belvieu 天然气 (OPIS) BALMO 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AR1,ERCOT West 345 kV Hub 5 MW Peak Calendar-Day Futures,ERCOT West 345 kV Hub 5 MW 峰值日历日期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AR4,ERCOT West 345 kV Hub 5 MW Off-Peak Calendar-Day Futures,ERCOT West 345 kV Hub 5 MW 非高峰日历日期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AR6,ISO New England West Central Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,ISO 新英格兰马萨诸塞州中西部地区 5 兆瓦峰值日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AR8,PJM PEPCO Zone Peak Calendar-Month Day-Ahead LMP 5 MW Futures,PJM PEPCO 区域峰值日历月日前 LMP 5 兆瓦期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ARE,RBOB Gasoline Crack Spread Futures,RBOB 汽油裂解价差期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ARY,RBOB Gasoline vs. NY Harbor ULSD Futures,RBOB 汽油与纽约港 ULSD 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AS4,PJM APS Zone Peak Calendar-Month Day-Ahead LMP Futures,PJM APS 区域峰值日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ASD,Singapore Jet Kerosene (Platts) Dubai (Platts) Crack Spread Futures,新加坡 Jet Kerosene (Platts) 迪拜 (Platts) 裂解价差期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ASP,Singapore Naphtha (Platts) Futures,新加坡石脑油（普氏）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AT0,Mini European 1% Fuel Oil Barges FOB Rdam (Platts) Futures,小型欧洲 1% 燃油驳船 FOB Rdam (Platts) 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ATP,ULSD 10ppm Cargoes CIF NWE (Platts) vs. Low Sulphur Gasoil Futures,ULSD 10ppm 货物 CIF NWE（普氏）与低硫柴油期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ATU,Gasoil 0.1% Cargoes CIF NWE (Platts) vs. Low Sulphur Gasoil Futures,0.1% 柴油到岸价格 NWE（普氏能源资讯）与低硫柴油期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,ATY,ULSD 10ppm Cargoes CIF NWE (Platts) Futures,ULSD 10ppm 货物 CIF NWE (Platts) 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AU3,ISO New England New Hampshire Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,ISO 新英格兰新罕布什尔州地区 5 兆瓦非高峰日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AU4,ISO New England Rhode Island Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,ISO 新英格兰罗德岛区 5 兆瓦峰值日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AU5,ISO New England Rhode Island Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,ISO 新英格兰罗德岛地区 5 兆瓦非高峰日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AU6,ISO New England Mass Hub 5 MW Peak Calendar-Month Day-Ahead LMP Futures,ISO 新英格兰 Mass Hub 5 兆瓦峰值日历月日前 LMP 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AUB,Dated Brent (Platts) Financial Futures,即期布伦特（普氏）金融期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AUF,European 1% Fuel Oil Cargoes FOB NWE (Platts) Futures,欧洲 1% 燃油货物 FOB NWE（普氏）期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AUH,European 1% Fuel Oil Barges FOB Rdam (Platts) Futures,欧洲 1% 燃油驳船 FOB Rdam (Platts) 期货,能源,17:00-16:00 (周日-周五),future,us,
NYMEX,AUI,European 3.5% Fuel Oil Cargoes FOB MED (Platts) Futures,欧洲 3.5% 燃料油 FOB MED (Platts) 期货,能源,17:00-16:00 (周日-周五),future,us,
